year,district,crop,season,price
2017,Warangal,Gram,Kharif,5512
2017,Warangal,Gram,Rabi,6342
2018,Warangal,Gram,Kharif,5512
2018,Warangal,Gram,Rabi,6342
2019,Warangal,Gram,Kharif,5512
2019,Warangal,Gram,Rabi,4117
2020,Warangal,Gram,Kharif,5512
2020,Warangal,Gram,Rabi,4117
2021,Warangal,Gram,Kharif,5512
2021,Warangal,Gram,Rabi,4117
2022,Warangal,Gram,Kharif,3263
2022,Warangal,Gram,Rabi,4336
2023,Warangal,Gram,Kharif,3486
2023,Warangal,Gram,Rabi,4764
2024,Warangal,Gram,Kharif,3486
2024,Warangal,Gram,Rabi,6532
2013,Warangal,Groundnut,Kharif,2952
2013,Warangal,Groundnut,Rabi,3475
2014,Warangal,Groundnut,Kharif,3198
2014,Warangal,Groundnut,Rabi,3187
2015,Warangal,Groundnut,Kharif,3879
2015,Warangal,Groundnut,Rabi,4661
2016,Warangal,Groundnut,Kharif,3778
2016,Warangal,Groundnut,Rabi,5193
2017,Warangal,Groundnut,Kharif,4041
2017,Warangal,Groundnut,Rabi,4744
2018,Warangal,Groundnut,Kharif,3621
2018,Warangal,Groundnut,Rabi,3821
2019,Warangal,Groundnut,Kharif,5362
2019,Warangal,Groundnut,Rabi,4586
2020,Warangal,Groundnut,Kharif,4368
2020,Warangal,Groundnut,Rabi,4586
2021,Warangal,Groundnut,Kharif,5062
2021,Warangal,Groundnut,Rabi,4674
2022,Warangal,Groundnut,Kharif,5396
2022,Warangal,Groundnut,Rabi,4979
2023,Warangal,Groundnut,Kharif,6371
2023,Warangal,Groundnut,Rabi,6160
2024,Warangal,Groundnut,Kharif,7047
2024,Warangal,Groundnut,Rabi,5928
2013,Warangal,Horse-gram,Rabi,3569
2014,Warangal,Horse-gram,Rabi,3569
2015,Warangal,Horse-gram,Rabi,3569
2016,Warangal,Horse-gram,Rabi,3569
2017,Warangal,Horse-gram,Rabi,3569
2018,Warangal,Horse-gram,Rabi,3569
2019,Warangal,Horse-gram,Rabi,3569
2020,Warangal,Horse-gram,Rabi,3569
2021,Warangal,Horse-gram,Rabi,3569
2022,Warangal,Horse-gram,Rabi,3569
2023,Warangal,Horse-gram,Rabi,3569
2024,Warangal,Horse-gram,Rabi,3569
2013,Warangal,Jowar,Kharif,1030
2013,Warangal,Jowar,Rabi,1266
2014,Warangal,Jowar,Kharif,1030
2014,Warangal,Jowar,Rabi,1266
2015,Warangal,Jowar,Kharif,1030
2015,Warangal,Jowar,Rabi,1266
2016,Warangal,Jowar,Kharif,1030
2016,Warangal,Jowar,Rabi,1602
2017,Warangal,Jowar,Kharif,1030
2017,Warangal,Jowar,Rabi,1602
2018,Warangal,Jowar,Kharif,1222
2018,Warangal,Jowar,Rabi,1602
2019,Warangal,Jowar,Kharif,1222
2019,Warangal,Jowar,Rabi,1602
2020,Warangal,Jowar,Kharif,1222
2020,Warangal,Jowar,Rabi,1602
2021,Warangal,Jowar,Kharif,1222
2021,Warangal,Jowar,Rabi,1602
2022,Warangal,Jowar,Kharif,1222
2022,Warangal,Jowar,Rabi,1602
2023,Warangal,Jowar,Kharif,1222
2023,Warangal,Jowar,Rabi,1602
2024,Warangal,Jowar,Kharif,1222
2024,Warangal,Jowar,Rabi,3342
2013,Warangal,Maize,Kharif,1164
2013,Warangal,Maize,Rabi,1351
2014,Warangal,Maize,Kharif,1124
2014,Warangal,Maize,Rabi,1198
2015,Warangal,Maize,Kharif,1374
2015,Warangal,Maize,Rabi,1236
2016,Warangal,Maize,Kharif,1420
2016,Warangal,Maize,Rabi,1489
2017,Warangal,Maize,Kharif,1301
2017,Warangal,Maize,Rabi,1465
2018,Warangal,Maize,Kharif,1341
2018,Warangal,Maize,Rabi,1225
2019,Warangal,Maize,Kharif,1823
2019,Warangal,Maize,Rabi,2000
2020,Warangal,Maize,Kharif,1497
2020,Warangal,Maize,Rabi,1340
2021,Warangal,Maize,Kharif,1707
2021,Warangal,Maize,Rabi,1503
2022,Warangal,Maize,Kharif,2061
2022,Warangal,Maize,Rabi,2122
2023,Warangal,Maize,Kharif,2151
2023,Warangal,Maize,Rabi,1871
2024,Warangal,Maize,Kharif,2358
2024,Warangal,Maize,Rabi,2135
2013,Warangal,Moong(Green Gram),Kharif,4551
2013,Warangal,Moong(Green Gram),Rabi,6196
2014,Warangal,Moong(Green Gram),Kharif,6195
2014,Warangal,Moong(Green Gram),Rabi,6196
2015,Warangal,Moong(Green Gram),Kharif,7237
2015,Warangal,Moong(Green Gram),Rabi,6688
2016,Warangal,Moong(Green Gram),Kharif,4821
2016,Warangal,Moong(Green Gram),Rabi,6118
2017,Warangal,Moong(Green Gram),Kharif,3245
2017,Warangal,Moong(Green Gram),Rabi,4256
2018,Warangal,Moong(Green Gram),Kharif,4168
2018,Warangal,Moong(Green Gram),Rabi,4251
2019,Warangal,Moong(Green Gram),Kharif,5712
2019,Warangal,Moong(Green Gram),Rabi,5086
2020,Warangal,Moong(Green Gram),Kharif,5806
2020,Warangal,Moong(Green Gram),Rabi,6982
2021,Warangal,Moong(Green Gram),Kharif,5023
2021,Warangal,Moong(Green Gram),Rabi,6240
2022,Warangal,Moong(Green Gram),Kharif,6472
2022,Warangal,Moong(Green Gram),Rabi,6133
2023,Warangal,Moong(Green Gram),Kharif,7109
2023,Warangal,Moong(Green Gram),Rabi,6843
2024,Warangal,Moong(Green Gram),Kharif,6519
2024,Warangal,Moong(Green Gram),Rabi,7577
2013,Warangal,Mustard,Rabi,2500
2014,Warangal,Mustard,Rabi,2500
2015,Warangal,Mustard,Rabi,2500
2016,Warangal,Mustard,Rabi,2500
2017,Warangal,Mustard,Rabi,2500
2018,Warangal,Mustard,Rabi,4316
2019,Warangal,Mustard,Rabi,3193
2020,Warangal,Mustard,Rabi,3193
2021,Warangal,Mustard,Rabi,3193
2022,Warangal,Mustard,Rabi,5063
2023,Warangal,Mustard,Rabi,4602
2024,Warangal,Mustard,Rabi,4602
2013,Warangal,Onion,Kharif,3815
2013,Warangal,Onion,Rabi,2018
2014,Warangal,Onion,Kharif,3815
2014,Warangal,Onion,Rabi,2018
2015,Warangal,Onion,Kharif,3815
2015,Warangal,Onion,Rabi,2018
2016,Warangal,Onion,Kharif,3815
2016,Warangal,Onion,Rabi,2018
2017,Warangal,Onion,Kharif,3815
2017,Warangal,Onion,Rabi,2018
2018,Warangal,Onion,Kharif,3815
2018,Warangal,Onion,Rabi,2018
2019,Warangal,Onion,Kharif,3815
2019,Warangal,Onion,Rabi,2018
2020,Warangal,Onion,Kharif,3815
2020,Warangal,Onion,Rabi,2018
2021,Warangal,Onion,Kharif,3815
2021,Warangal,Onion,Rabi,2018
2022,Warangal,Onion,Kharif,2688
2022,Warangal,Onion,Rabi,2018
2023,Warangal,Onion,Kharif,4325
2023,Warangal,Onion,Rabi,2018
2024,Warangal,Onion,Kharif,4325
2024,Warangal,Onion,Rabi,3018
2013,Warangal,Potato,Kharif,2244
2013,Warangal,Potato,Rabi,1844
2013,Warangal,Potato,Whole Year,2321
2014,Warangal,Potato,Kharif,2244
2014,Warangal,Potato,Rabi,1844
2014,Warangal,Potato,Whole Year,2321
2015,Warangal,Potato,Kharif,2244
2015,Warangal,Potato,Rabi,1844
2015,Warangal,Potato,Whole Year,2321
2016,Warangal,Potato,Kharif,2244
2016,Warangal,Potato,Rabi,1844
2016,Warangal,Potato,Whole Year,2321
2017,Warangal,Potato,Kharif,2244
2017,Warangal,Potato,Rabi,1844
2017,Warangal,Potato,Whole Year,2321
2018,Warangal,Potato,Kharif,2244
2018,Warangal,Potato,Rabi,1844
2018,Warangal,Potato,Whole Year,2321
2019,Warangal,Potato,Kharif,2244
2019,Warangal,Potato,Rabi,1844
2019,Warangal,Potato,Whole Year,2321
2020,Warangal,Potato,Kharif,2244
2020,Warangal,Potato,Rabi,1844
2020,Warangal,Potato,Whole Year,2321
2021,Warangal,Potato,Kharif,2244
2021,Warangal,Potato,Rabi,1844
2021,Warangal,Potato,Whole Year,2321
2022,Warangal,Potato,Kharif,2569
2022,Warangal,Potato,Rabi,1844
2022,Warangal,Potato,Whole Year,2570
2023,Warangal,Potato,Kharif,2205
2023,Warangal,Potato,Rabi,1844
2023,Warangal,Potato,Whole Year,2075
2024,Warangal,Potato,Kharif,2177
2024,Warangal,Potato,Rabi,2699
2024,Warangal,Potato,Whole Year,2729
2013,Warangal,Sesamum,Kharif,4401
2013,Warangal,Sesamum,Rabi,5016
2014,Warangal,Sesamum,Kharif,4401
2014,Warangal,Sesamum,Rabi,5016
2015,Warangal,Sesamum,Kharif,4401
2015,Warangal,Sesamum,Rabi,5016
2016,Warangal,Sesamum,Kharif,4401
2016,Warangal,Sesamum,Rabi,5016
2017,Warangal,Sesamum,Kharif,5174
2017,Warangal,Sesamum,Rabi,5016
2018,Warangal,Sesamum,Kharif,5870
2018,Warangal,Sesamum,Rabi,6675
2019,Warangal,Sesamum,Kharif,5870
2019,Warangal,Sesamum,Rabi,9715
2020,Warangal,Sesamum,Kharif,5870
2020,Warangal,Sesamum,Rabi,9715
2021,Warangal,Sesamum,Kharif,5870
2021,Warangal,Sesamum,Rabi,9715
2022,Warangal,Sesamum,Kharif,11602
2022,Warangal,Sesamum,Rabi,9069
2023,Warangal,Sesamum,Kharif,14065
2023,Warangal,Sesamum,Rabi,12621
2024,Warangal,Sesamum,Kharif,14065
2024,Warangal,Sesamum,Rabi,11884
2013,Warangal,Soyabean,Kharif,2488
2013,Warangal,Soyabean,Rabi,2540
2014,Warangal,Soyabean,Kharif,2488
2014,Warangal,Soyabean,Rabi,2540
2015,Warangal,Soyabean,Kharif,2488
2015,Warangal,Soyabean,Rabi,2540
2016,Warangal,Soyabean,Kharif,2488
2016,Warangal,Soyabean,Rabi,2540
2017,Warangal,Soyabean,Kharif,2538
2017,Warangal,Soyabean,Rabi,2540
2018,Warangal,Soyabean,Kharif,2009
2018,Warangal,Soyabean,Rabi,2126
2019,Warangal,Soyabean,Kharif,2009
2019,Warangal,Soyabean,Rabi,2126
2020,Warangal,Soyabean,Kharif,2009
2020,Warangal,Soyabean,Rabi,2126
2021,Warangal,Soyabean,Kharif,4452
2021,Warangal,Soyabean,Rabi,2126
2022,Warangal,Soyabean,Kharif,4652
2022,Warangal,Soyabean,Rabi,2126
2023,Warangal,Soyabean,Kharif,4517
2023,Warangal,Soyabean,Rabi,4199
2024,Warangal,Soyabean,Kharif,4517
2024,Warangal,Soyabean,Rabi,4199
2013,Warangal,Sunflower,Kharif,5129
2013,Warangal,Sunflower,Rabi,3300
2014,Warangal,Sunflower,Kharif,5129
2014,Warangal,Sunflower,Rabi,3300
2015,Warangal,Sunflower,Kharif,5129
2015,Warangal,Sunflower,Rabi,3300
2016,Warangal,Sunflower,Kharif,5129
2016,Warangal,Sunflower,Rabi,3300
2017,Warangal,Sunflower,Kharif,5129
2017,Warangal,Sunflower,Rabi,2278
2018,Warangal,Sunflower,Kharif,5129
2018,Warangal,Sunflower,Rabi,3058
2019,Warangal,Sunflower,Kharif,5129
2019,Warangal,Sunflower,Rabi,3445
2020,Warangal,Sunflower,Kharif,5129
2020,Warangal,Sunflower,Rabi,3445
2021,Warangal,Sunflower,Kharif,5129
2021,Warangal,Sunflower,Rabi,3445
2022,Warangal,Sunflower,Kharif,5129
2022,Warangal,Sunflower,Rabi,6540
2023,Warangal,Sunflower,Kharif,4424
2023,Warangal,Sunflower,Rabi,4173
2024,Warangal,Sunflower,Kharif,4424
2024,Warangal,Sunflower,Rabi,3584
2013,Warangal,Turmeric,Kharif,4224
2013,Warangal,Turmeric,Rabi,4974
2014,Warangal,Turmeric,Kharif,4904
2014,Warangal,Turmeric,Rabi,5125
2015,Warangal,Turmeric,Kharif,7422
2015,Warangal,Turmeric,Rabi,6897
2016,Warangal,Turmeric,Kharif,6929
2016,Warangal,Turmeric,Rabi,8046
2017,Warangal,Turmeric,Kharif,5998
2017,Warangal,Turmeric,Rabi,5276
2018,Warangal,Turmeric,Kharif,5320
2018,Warangal,Turmeric,Rabi,6202
2019,Warangal,Turmeric,Kharif,4830
2019,Warangal,Turmeric,Rabi,5511
2020,Warangal,Turmeric,Kharif,3997
2020,Warangal,Turmeric,Rabi,5511
2021,Warangal,Turmeric,Kharif,3997
2021,Warangal,Turmeric,Rabi,5511
2022,Warangal,Turmeric,Kharif,4992
2022,Warangal,Turmeric,Rabi,5360
2023,Warangal,Turmeric,Kharif,7913
2023,Warangal,Turmeric,Rabi,5360
2024,Warangal,Turmeric,Kharif,7913
2024,Warangal,Turmeric,Rabi,13712
2013,Warangal,Urad,Kharif,2000
2013,Warangal,Urad,Rabi,5479
2014,Warangal,Urad,Kharif,2000
2014,Warangal,Urad,Rabi,5479
2015,Warangal,Urad,Kharif,2000
2015,Warangal,Urad,Rabi,5479
2016,Warangal,Urad,Kharif,6108
2016,Warangal,Urad,Rabi,5479
2017,Warangal,Urad,Kharif,4279
2017,Warangal,Urad,Rabi,5479
2018,Warangal,Urad,Kharif,4366
2018,Warangal,Urad,Rabi,3969
2019,Warangal,Urad,Kharif,4768
2019,Warangal,Urad,Rabi,4323
2020,Warangal,Urad,Kharif,6779
2020,Warangal,Urad,Rabi,6011
2021,Warangal,Urad,Kharif,6459
2021,Warangal,Urad,Rabi,6518
2022,Warangal,Urad,Kharif,5676
2022,Warangal,Urad,Rabi,5871
2023,Warangal,Urad,Kharif,6709
2023,Warangal,Urad,Rabi,6557
2024,Warangal,Urad,Kharif,6709
2024,Warangal,Urad,Rabi,8057
